Machine_ID,Fail_possibility,Failure Type,failure_probability
L52426,41,No Failure,0
L52427,38.3,No Failure,0.02
M20108,21.6,No Failure,0.01
M20109,39.9,No Failure,0.03
L52430,52.9,No Failure,0
M20111,54.3,No Failure,0.02
L52432,59.5,No Failure,0
L52433,40.3,No Failure,0.04
L52434,23.6,No Failure,0.02
M20115,51.9,No Failure,0.05
L52436,51.6,No Failure,0.05
L52437,38.5,No Failure,0.05
M20118,44.7,No Failure,0.09
L52439,36.9,No Failure,0
M20120,46.1,No Failure,0.02
L52441,35.8,No Failure,0.02
L52442,43.9,No Failure,0.01
L52443,22.3,No Failure,0.04
L52444,53.4,No Failure,0.03
M20125,23.3,No Failure,0.02
M20126,38.7,No Failure,0.03
M20127,42.8,No Failure,0.01
L52448,54.1,No Failure,0.03
L52449,44.8,No Failure,0.05
L52450,64.4,No Failure,0.01
L52451,39.7,No Failure,0.02
M20132,38.2,No Failure,0
L52453,44.1,No Failure,0.07
L52454,30.9,No Failure,0.02
L52455,41.2,No Failure,0.05
L52456,34,No Failure,0.03
L52457,44,No Failure,0
M20138,30.4,No Failure,0.07
L52459,35.8,No Failure,0
L52460,41.4,No Failure,0.06
M20141,39.9,No Failure,0.03
H34696,52.4,No Failure,0.05
L52463,41.9,No Failure,0.01
M20144,29.6,No Failure,0.01
L52465,39.8,No Failure,0.04
L52466,42.4,No Failure,0
H34701,46.9,No Failure,0.01
L52468,39.4,No Failure,0.03
M20149,34.3,No Failure,0
L52470,40.7,No Failure,0.04
L52471,52.1,No Failure,0
M20152,35,No Failure,0.04
M20153,49.1,No Failure,0.04
L52474,48.5,No Failure,0.02
L52475,47.8,No Failure,0.01
H34710,50.2,No Failure,0
L52477,48.6,No Failure,0.04
M20158,18.1,No Failure,0.02
L52479,49.1,No Failure,0.03
M20160,26.5,No Failure,0.04
L52481,55.8,No Failure,0.03
L52482,37.2,No Failure,0.01
L52483,44.1,No Failure,0.02
L52484,49.3,No Failure,0.06
H34719,29.1,No Failure,0.07
H34720,31.7,No Failure,0.06
L52487,34.8,No Failure,0.03
L52488,42.6,No Failure,0.03
M20169,48,Tool Wear Failure,0.04
L52490,43,No Failure,0.01
H34725,49.8,No Failure,0.01
L52492,23.5,No Failure,0.02
M20173,32.6,No Failure,0.04
L52494,30.8,No Failure,0.02
L52495,27.2,No Failure,0.01
M20176,33.1,No Failure,0.03
L52497,32.9,No Failure,0.06
L52498,39,No Failure,0.04
M20179,47,No Failure,0.04
L52500,45.5,No Failure,0.02
M20181,49.9,No Failure,0.04
M20182,55.3,No Failure,0.03
M20183,48.4,No Failure,0.04
M20184,30.8,No Failure,0.04
L52505,27.3,No Failure,0.02
M20186,49.1,No Failure,0.04
M20187,16.7,No Failure,0.04
M20188,41.9,No Failure,0.04
L52509,45.5,No Failure,0.01
L52510,31.9,No Failure,0.03
L52511,44.5,No Failure,0.04
H34746,46.2,No Failure,0.05
M20193,51.6,No Failure,0
M20194,9.8,Power Failure,0.02
M20195,38.9,No Failure,0.03
L52516,33.7,No Failure,0.03
M20197,44.4,No Failure,0.02
M20198,32.7,No Failure,0
M20199,32.8,No Failure,0.04
L52520,49.3,No Failure,0.03
H34755,55.8,No Failure,0.03
M20202,45.7,No Failure,0.08
L52523,38.4,No Failure,0.01
L52524,50.8,No Failure,0.04
L52525,39.4,No Failure,0.06
L52526,35.5,No Failure,0.04
L52527,63.8,No Failure,0.03
L52528,34.6,No Failure,0.03
M20209,33.6,No Failure,0.02
M20210,35.1,No Failure,0.02
M20211,34.5,No Failure,0.01
M20212,36.3,No Failure,0
L52533,34,No Failure,0.08
L52534,37.5,No Failure,0.01
H34769,49.8,No Failure,0.04
H34770,29,No Failure,0.03
L52537,20.6,No Failure,0
H34772,24.2,No Failure,0.02
M20219,47.1,No Failure,0.02
L52540,44,No Failure,0.06
L52541,30.7,No Failure,0.01
L52542,57,No Failure,0.03
L52543,39.9,No Failure,0.03
L52544,35.3,No Failure,0.03
L52545,36.4,No Failure,0.03
H34780,40.6,No Failure,0
M20227,26.7,No Failure,0.01
M20228,30,No Failure,0.02
H34783,37.9,No Failure,0.03
H34784,37.1,No Failure,0.03
L52551,47.7,No Failure,0.04
H34786,46.8,No Failure,0
M20233,25,No Failure,0.03
L52554,40.8,No Failure,0.25
L52555,34.9,No Failure,0.01
H34790,57.5,No Failure,0.02
L52557,19.1,No Failure,0.02
L52558,36.9,No Failure,0.04
L52559,41.7,No Failure,0.01
L52560,37.5,No Failure,0.04
L52561,27,No Failure,0
L52562,33.8,No Failure,0
L52563,40.3,No Failure,0.03
M20244,46,No Failure,0.03
H34799,26.9,No Failure,0.02
L52566,42,No Failure,0.01
L52567,50,No Failure,0.02
M20248,49,No Failure,0.01
L52569,49.1,No Failure,0
H34804,47.2,No Failure,0.04
L52571,34.4,No Failure,0.03
L52572,40.2,No Failure,0.05
L52573,42.6,No Failure,0
M20254,70.5,Power Failure,0
L52575,36.8,No Failure,0
L52576,39.7,No Failure,0.06
M20257,42.7,No Failure,0.03
L52578,23.9,No Failure,0.02
H34813,53.8,Overstrain Failure,0.03
L52580,46.3,Overstrain Failure,0
M20261,54.8,Tool Wear Failure,0
L52582,48.5,No Failure,0.04
L52583,25.4,No Failure,0.05
H34818,46.1,No Failure,0.01
L52585,48.7,No Failure,0
L52586,47.8,No Failure,0.02
L52587,24.8,No Failure,0.02
L52588,33,No Failure,0.02
L52589,44.2,No Failure,0.03
M20270,51.5,No Failure,0.02
L52591,39.4,No Failure,0.02
L52592,59.9,No Failure,0.03
H34827,36.4,No Failure,0.02
L52594,34.3,No Failure,0.04
M20275,50.3,No Failure,0.01
L52596,30.3,No Failure,0.03
L52597,45.8,No Failure,0.02
L52598,41.6,No Failure,0.03
L52599,53.4,No Failure,0.03
L52600,34.2,No Failure,0.01
M20281,36.6,No Failure,0.05
M20282,44.5,No Failure,0.01
L52603,31.8,No Failure,0.03
L52604,45.5,No Failure,0.22
L52605,27.9,No Failure,0.08
L52606,42,No Failure,0
L52607,51.9,No Failure,0.03
L52608,47.3,No Failure,0.03
L52609,34.4,No Failure,0.05
L52610,28.4,No Failure,0.01
L52611,43.4,No Failure,0.02
L52612,46.2,No Failure,0.02
L52613,45.5,No Failure,0.04
L52614,30.4,No Failure,0.03
M20295,42.1,No Failure,0.03
M20296,30.9,No Failure,0.01
M20297,46.4,No Failure,0.04
L52618,32.1,No Failure,0.04
L52619,30.5,No Failure,0
H34854,30,No Failure,0.05
M20301,42.9,No Failure,0.03
L52622,51.8,No Failure,0.01
M20303,46.8,No Failure,0.03
L52624,19.9,No Failure,0.04
M20305,32.1,No Failure,0.02
L52626,40.1,No Failure,0.03
L52627,44.1,No Failure,0.03
L52628,41.8,No Failure,0.03
L52629,15.1,No Failure,0.04
H34864,41.9,No Failure,0.01
L52631,48.8,No Failure,0.02
M20312,35.8,No Failure,0.04
L52633,42.1,No Failure,0.01
L52634,40.2,No Failure,0.03
M20315,23.5,No Failure,0.08
M20316,32.9,No Failure,0.03
M20317,33.7,No Failure,0.02
L52638,42.1,No Failure,0
L52639,49.1,No Failure,0.02
M20320,36.1,No Failure,0.03
M20321,52.1,No Failure,0.05
L52642,22.8,No Failure,0.05
L52643,34.8,No Failure,0.03
M20324,33.1,No Failure,0.03
L52645,49.5,No Failure,0.05
M20326,44.7,No Failure,0.01
L52647,51.4,No Failure,0.01
L52648,29.9,No Failure,0.01
M20329,42.5,No Failure,0.01
M20330,35.5,No Failure,0.03
L52651,61.2,Random Failures,0.02
L52652,57.8,No Failure,0.02
L52653,51.8,No Failure,0.03
M20334,46.9,No Failure,0.01
L52655,46.8,No Failure,0.03
M20336,42,No Failure,0.03
L52657,26.5,No Failure,0.04
L52658,34.1,No Failure,0.01
M20339,32.1,No Failure,0.02
H34894,36,No Failure,0.03
L52661,28.5,No Failure,0.02
L52662,26.8,No Failure,0.04
M20343,21.9,No Failure,0.01
M20344,25.3,No Failure,0.08
L52665,51,No Failure,0.04
L52666,43,No Failure,0.04
M20347,39.9,No Failure,0.01
L52668,52.1,Overstrain Failure,0.03
L52669,35,Random Failures,0.04
L52670,68.5,Power Failure,0.02
M20351,58.6,No Failure,0.05
M20352,50.9,No Failure,0.03
L52673,57.1,No Failure,0
L52674,49.5,No Failure,0
H34909,55,Random Failures,0.03
M20356,24,No Failure,0.03
M20357,40,No Failure,0.03
M20358,21.2,No Failure,0.04
H34913,48.7,No Failure,0.05
L52680,35.2,No Failure,0.04
L52681,37.5,No Failure,0.01
L52682,52.3,No Failure,0.05
H34917,29.3,No Failure,0.16
L52684,51,No Failure,0.01
L52685,27.4,No Failure,0.01
L52686,30.5,No Failure,0.01
L52687,39.9,No Failure,0.06
L52688,55.1,No Failure,0.04
L52689,36.5,Random Failures,0
L52690,51.4,No Failure,0
L52691,20.3,No Failure,0.03
L52692,30.9,No Failure,0.02
M20373,50.3,No Failure,0.02
L52694,24,No Failure,0.03
H34929,41.5,No Failure,0.02
L52696,32.2,No Failure,0.03
L52697,49.5,No Failure,0
M20378,19.1,No Failure,0.02
L52699,47.4,No Failure,0.05
M20380,45,No Failure,0.01
L52701,46.9,No Failure,0.02
L52702,39.1,No Failure,0.08
M20383,34.8,No Failure,0.03
L52704,30.9,No Failure,0.04
M20385,45.7,No Failure,0.04
L52706,44.9,No Failure,0.03
M20387,38.8,No Failure,0.09
L52708,50.9,No Failure,0.06
M20389,39.9,No Failure,0.01
M20390,50.1,No Failure,0.02
M20391,37.3,No Failure,0.02
L52712,46.6,No Failure,0.03
L52713,26.9,No Failure,0.02
M20394,37.1,No Failure,0.01
L52715,43.5,No Failure,0
M20396,54,No Failure,0.04
L52717,30,No Failure,0.02
M20398,23,No Failure,0.01
H34953,39,No Failure,0.06
L52720,38.4,No Failure,0.01
L52721,42.2,No Failure,0
L52722,41.6,No Failure,0.03
L52723,59,No Failure,0.03
L52724,45.6,No Failure,0.03
H34959,44.2,No Failure,0.01
L52726,41.2,No Failure,0
M20407,28.9,No Failure,0.03
L52728,35.2,No Failure,0.02
H34963,52.4,No Failure,0.02
M20410,42.3,No Failure,0.03
H34965,47.3,No Failure,0.02
H34966,35.7,No Failure,0.06
L52733,59.7,Random Failures,0.03
M20414,40.2,No Failure,0.02
L52735,44.2,No Failure,0
H34970,42,No Failure,0.03
M20417,43.5,No Failure,0.01
L52738,40.1,No Failure,0.03
M20419,43.2,No Failure,0
L52740,37.9,No Failure,0.01
M20421,46.3,No Failure,0.07
L52742,32.1,No Failure,0.01
M20423,31.5,No Failure,0.02
L52744,46.1,No Failure,0
L52745,29.9,No Failure,0.03
L52746,45.5,No Failure,0.02
M20427,54.8,No Failure,0.01
L52748,38.6,No Failure,0.02
L52749,36.9,No Failure,0.02
M20430,47.7,No Failure,0.01
L52751,37.9,No Failure,0.04
L52752,36.4,No Failure,0.07
L52753,25.3,No Failure,0.05
L52754,49.1,No Failure,0.03
H34989,39.7,No Failure,0.03
H34990,43.4,No Failure,0.03
L52757,40.4,No Failure,0.02
L52758,38.7,No Failure,0
L52759,27.1,No Failure,0.01
M20440,38.8,No Failure,0.04
M20441,47.6,No Failure,0
L52762,18.9,No Failure,0.04
L52763,29.9,No Failure,0.04
L52764,29.9,No Failure,0.02
M20445,29.1,No Failure,0.03
M20446,31.5,No Failure,0.03
L52767,42.9,No Failure,0.06
M20448,37.6,No Failure,0.03
M20449,57.5,No Failure,0.03
M20450,59.4,No Failure,0.02
L52771,33.8,No Failure,0.02
L52772,46.7,No Failure,0.01
L52773,48,No Failure,0
L52774,35.5,No Failure,0
M20455,21.4,No Failure,0.03
M20456,36.7,No Failure,0.03
L52777,37,No Failure,0.04
L52778,52.1,No Failure,0.02
M20459,31,No Failure,0.02
L52780,36.6,No Failure,0.01
L52781,33.9,No Failure,0.06
L52782,54.7,No Failure,0.02
L52783,57.8,No Failure,0.08
L52784,37.8,No Failure,0.03
L52785,41.4,No Failure,0.02
L52786,23.6,No Failure,0.05
M20467,25.5,No Failure,0.03
M20468,31.6,No Failure,0.03
M20469,50.1,No Failure,0.03
L52790,41.2,No Failure,0.02
M20471,29.5,No Failure,0.02
L52792,42.4,No Failure,0.02
M20473,38.8,No Failure,0.05
H35028,28.8,No Failure,0.03
M20475,71.3,Power Failure,0.02
L52796,41.4,No Failure,0.03
L52797,61.5,Power Failure,0
M20478,29.6,No Failure,0.02
L52799,21.9,No Failure,0.06
L52800,38.5,No Failure,0.04
M20481,54.4,No Failure,0.05
L52802,40.6,No Failure,0.03
L52803,36.3,No Failure,0.02
M20484,36.9,No Failure,0.04
L52805,24.4,No Failure,0.02
H35040,32.5,No Failure,0.02
L52807,39.8,No Failure,0.03
L52808,32,No Failure,0.01
L52809,51.4,No Failure,0.04
M20490,32.9,No Failure,0
L52811,36.8,No Failure,0.02
L52812,52.8,No Failure,0
L52813,47.5,No Failure,0.05
M20494,56.5,No Failure,0.01
L52815,47.3,No Failure,0.02
L52816,45.5,No Failure,0.04
M20497,46.1,No Failure,0.02
L52818,38.1,No Failure,0.03
L52819,28.7,Random Failures,0.04
L52820,51.6,No Failure,0.02
L52821,37.3,No Failure,0.03
L52822,38.8,No Failure,0.04
L52823,42,No Failure,0.02
L52824,51.3,No Failure,0
M20505,29.4,No Failure,0
M20506,37.2,No Failure,0.02
H35061,14.7,No Failure,0.01
L52828,44.9,No Failure,0.04
M20509,51.6,No Failure,0.03
L52830,46.3,No Failure,0.01
M20511,45.7,No Failure,0
L52832,26.5,No Failure,0.03
L52833,36.8,No Failure,0.04
L52834,34.3,No Failure,0.04
L52835,47.3,No Failure,0.03
M20516,47.2,No Failure,0.01
L52837,26.1,No Failure,0
M20518,55.1,No Failure,0
M20519,30,No Failure,0.02
L52840,41.7,No Failure,0
L52841,53,No Failure,0.06
L52842,34,No Failure,0.1
M20523,42.3,No Failure,0.01
M20524,35.1,No Failure,0.02
L52845,21.9,No Failure,0
L52846,43.1,No Failure,0
L52847,19.2,No Failure,0
M20528,45.3,No Failure,0.01
M20529,39.5,No Failure,0.04
L52850,45.2,No Failure,0.02
H35085,37.2,No Failure,0.02
H35086,26.2,No Failure,0
L52853,50,No Failure,0.01
M20534,42.5,No Failure,0.01
M20535,42.5,No Failure,0.28
L52856,37.8,No Failure,0.02
L52857,51.7,No Failure,0.02
M20538,36.2,No Failure,0.01
M20539,49,No Failure,0.04
M20540,50.5,No Failure,0.02
L52861,44.3,No Failure,0
H35096,53.9,No Failure,0.02
M20543,37.7,No Failure,0.02
H35098,36.8,No Failure,0.09
L52865,45.6,No Failure,0.02
L52866,31.4,No Failure,0.02
L52867,18.2,No Failure,0.04
M20548,44.6,No Failure,0.2
L52869,31.1,No Failure,0.06
L52870,44.8,No Failure,0
L52871,56.4,No Failure,0.03
M20552,55.7,No Failure,0.02
M20553,42.1,No Failure,0
L52874,45.7,No Failure,0.01
L52875,42,No Failure,0.02
H35110,34.6,No Failure,0.05
L52877,49.4,No Failure,0
L52878,59.8,No Failure,0.05
L52879,25.9,No Failure,0.03
L52880,41.6,No Failure,0.05
M20561,54.3,No Failure,0.04
L52882,43.2,No Failure,0.03
H35117,45.4,No Failure,0.02
L52884,52.7,No Failure,0
L52885,43.1,No Failure,0.01
L52886,70,Power Failure,0.02
L52887,43.4,No Failure,0.02
L52888,38.6,No Failure,0.02
L52889,38.6,No Failure,0.02
H35124,46.5,No Failure,0
L52891,35.9,No Failure,0.02
L52892,54.6,No Failure,0.01
L52893,38,No Failure,0.06
L52894,36,No Failure,0
H35129,35.8,No Failure,0.03
L52896,52.2,No Failure,0
L52897,28.1,No Failure,0
L52898,32.5,No Failure,0.02
L52899,43.3,No Failure,0.02
L52900,51.9,No Failure,0.02
M20581,43.4,No Failure,0.01
L52902,44.6,No Failure,0.04
M20583,48,No Failure,0.02
L52904,50.3,No Failure,0.03
M20585,34.1,No Failure,0.02
M20586,50.1,No Failure,0
M20587,34.4,No Failure,0.03
M20588,46.4,No Failure,0.02
M20589,35.7,No Failure,0.04
L52910,25.3,No Failure,0.04
L52911,20.4,No Failure,0.02
L52912,44.5,No Failure,0.01
L52913,43.2,No Failure,0.01
L52914,56.2,Overstrain Failure,0.01
L52915,30.1,No Failure,0.02
M20596,36.6,No Failure,0.02
L52917,42.8,No Failure,0.02
L52918,48.8,No Failure,0.02
M20599,31.4,No Failure,0.03
M20600,38.3,No Failure,0.03
M20601,40.5,No Failure,0.03
L52922,47,No Failure,0.02
M20603,42.9,No Failure,0
H35158,42.6,No Failure,0.02
L52925,20.1,No Failure,0
M20606,31.6,No Failure,0.02
L52927,39.4,No Failure,0.01
M20608,34,No Failure,0.01
H35163,62.4,No Failure,0.02
L52930,21.8,No Failure,0.03
H35165,42.8,No Failure,0.02
H35166,25,No Failure,0.03
L52933,54.1,No Failure,0.05
L52934,27.7,No Failure,0.1
L52935,49.2,No Failure,0
M20616,52.3,No Failure,0
L52937,55.6,No Failure,0
L52938,40.8,No Failure,0.05
L52939,35.8,No Failure,0.02
M20620,35.6,No Failure,0
L52941,49.8,No Failure,0.02
L52942,52.3,No Failure,0.03
H35177,39.4,No Failure,0
L52944,37.9,No Failure,0.02
L52945,30.5,No Failure,0.03
M20626,42.6,No Failure,0
M20627,46.5,No Failure,0.02
L52948,45.9,No Failure,0.03
L52949,51,No Failure,0.01
L52950,42.9,No Failure,0.02
L52951,43.7,No Failure,0.01
L52952,29.9,No Failure,0.02
H35187,46.8,No Failure,0
L52954,34.3,No Failure,0.04
L52955,21.5,No Failure,0.03
L52956,49.2,No Failure,0.02
L52957,44.4,No Failure,0.04
M20638,41.4,No Failure,0
L52959,29.2,No Failure,0.02
L52960,42.4,No Failure,0.02
M20641,36.7,No Failure,0.02
L52962,39.8,No Failure,0.02
H35197,36.4,No Failure,0.01
M20644,41.8,No Failure,0.02
L52965,37.2,No Failure,0.02
L52966,36.7,No Failure,0.04
L52967,38.8,No Failure,0.01
L52968,43.3,No Failure,0
M20649,49,No Failure,0.05
M20650,34.5,No Failure,0.03
M20651,40.1,No Failure,0.02
M20652,31.6,No Failure,0.04
L52973,44.2,No Failure,0.02
M20654,40.8,No Failure,0.03
M20655,39.9,No Failure,0.04
L52976,55.1,No Failure,0.02
L52977,42.6,No Failure,0.04
L52978,39,No Failure,0
L52979,34.5,No Failure,0
L52980,44.7,No Failure,0
L52981,44.6,No Failure,0.04
L52982,38,No Failure,0.02
L52983,31.1,No Failure,0.04
L52984,46.5,No Failure,0.02
M20665,39.3,No Failure,0.02
L52986,45.4,No Failure,0.02
M20667,38.9,No Failure,0.02
L52988,25.7,No Failure,0.02
H35223,36.6,No Failure,0.03
L52990,21.9,No Failure,0.08
L52991,40.3,No Failure,0.01
L52992,36.3,No Failure,0.02
L52993,29.1,No Failure,0.01
M20674,47.5,No Failure,0.02
L52995,33,No Failure,0.04
L52996,35.6,No Failure,0
L52997,35.1,No Failure,0
L52998,36.9,No Failure,0.04
L52999,41.9,No Failure,0.03
L53000,27.6,No Failure,0.02
L53001,49.2,No Failure,0.02
M20682,50.2,No Failure,0.01
L53003,39.3,No Failure,0.02
L53004,37.2,No Failure,0.01
L53005,42,No Failure,0.01
M20686,41.2,No Failure,0.05
L53007,40.9,No Failure,0.03
L53008,39.1,No Failure,0
M20689,34.3,No Failure,0
M20690,42.4,No Failure,0.02
L53011,50.7,No Failure,0
L53012,32.1,No Failure,0.02
L53013,44.5,No Failure,0.01
L53014,49.8,No Failure,0.02
L53015,30.1,No Failure,0
L53016,39.7,No Failure,0.03
M20697,25.4,No Failure,0.03
M20698,36.5,No Failure,0.02
M20699,36.3,No Failure,0.07
M20700,30.9,No Failure,0.02
M20701,30.7,No Failure,0.05
L53022,50.6,No Failure,0.02
L53023,28.8,No Failure,0.04
L53024,37.1,No Failure,0.02
M20705,26.5,No Failure,0.01
L53026,33.3,No Failure,0.01
L53027,42.3,No Failure,0.04
L53028,15.9,No Failure,0.03
M20709,47.6,No Failure,0.02
L53030,35.3,No Failure,0
L53031,32.8,No Failure,0.03
H35266,22.3,No Failure,0.01
L53033,35.1,No Failure,0.04
L53034,53.3,No Failure,0
M20715,45.2,No Failure,0.01
H35270,35.9,No Failure,0
L53037,23.9,No Failure,0.02
L53038,44.5,No Failure,0.08
L53039,33.6,No Failure,0.04
L53040,33.1,No Failure,0.06
L53041,47.7,No Failure,0.02
L53042,40.6,No Failure,0
M20723,25.4,No Failure,0.02
M20724,36.5,No Failure,0.02
M20725,40,No Failure,0.02
L53046,45.1,No Failure,0
L53047,45.3,No Failure,0.02
L53048,27.9,No Failure,0
L53049,18.7,No Failure,0.05
L53050,16.8,No Failure,0.04
L53051,49.5,No Failure,0.02
M20732,42.6,No Failure,0.05
M20733,43.5,No Failure,0.02
M20734,33.8,No Failure,0.02
M20735,39.7,No Failure,0.02
L53056,52.1,No Failure,0.04
L53057,41.4,No Failure,0.03
L53058,45.8,No Failure,0.01
L53059,28.4,No Failure,0.01
L53060,49.6,No Failure,0
L53061,22.7,No Failure,0
L53062,36.9,No Failure,0.04
L53063,26,No Failure,0.04
M20744,43,No Failure,0.01
L53065,28.2,No Failure,0
L53066,41.9,No Failure,0
H35301,41.4,No Failure,0
M20748,38.6,No Failure,0.01
M20749,55.8,No Failure,0.03
L53070,32.6,No Failure,0.02
L53071,53.3,No Failure,0.05
L53072,44.5,No Failure,0.02
M20753,52.7,No Failure,0
L53074,37.9,No Failure,0.04
M20755,46.7,No Failure,0.01
L53076,55.7,No Failure,0
M20757,40.2,No Failure,0.02
L53078,57.2,No Failure,0.03
H35313,27.7,No Failure,0.02
M20760,41,No Failure,0.05
L53081,45.8,No Failure,0.01
L53082,35.4,No Failure,0.04
L53083,21.9,No Failure,0.03
M20764,59,No Failure,0
H35319,31.1,No Failure,0.02
L53086,35.6,No Failure,0.03
H35321,46.4,No Failure,0.01
M20768,36.3,No Failure,0
H35323,65.3,Power Failure,0.02
M20770,43.4,No Failure,0.02
M20771,64,No Failure,0.03
M20772,29.8,No Failure,0.02
H35327,52.3,No Failure,0.02
L53094,36,No Failure,0.03
M20775,38.7,No Failure,0.04
L53096,41.9,No Failure,0.03
L53097,52.6,No Failure,0.02
L53098,42,No Failure,0.02
L53099,50.6,No Failure,0.05
L53100,25.9,No Failure,0
L53101,57.1,No Failure,0
L53102,43.3,No Failure,0.02
M20783,35,No Failure,0.05
L53104,48.8,No Failure,0.04
M20785,31.3,No Failure,0.02
L53106,51.1,No Failure,0
L53107,30.5,No Failure,0.03
M20788,38.7,No Failure,0.27
L53109,45.2,No Failure,0
L53110,51.6,No Failure,0.03
L53111,54.4,No Failure,0.01
L53112,36.6,No Failure,0.02
L53113,47.4,No Failure,0
H35348,51.2,No Failure,0
L53115,34.5,No Failure,0.05
M20796,37.3,No Failure,0.01
M20797,41.3,No Failure,0.01
L53118,33.1,No Failure,0.04
L53119,60.9,No Failure,0.02
M20800,52.8,No Failure,0.03
L53121,48.5,No Failure,0.02
L53122,43.4,No Failure,0
L53123,41.3,No Failure,0.01
M20804,38,No Failure,0
M20805,44.5,No Failure,0.04
L53126,46.4,No Failure,0.01
M20807,45.2,No Failure,0.01
L53128,18.5,No Failure,0.03
M20809,44,No Failure,0.01
L53130,28.9,No Failure,0.02
L53131,29.4,No Failure,0.02
L53132,33.8,No Failure,0.01
M20813,38.9,No Failure,0.03
L53134,25.7,No Failure,0.01
L53135,31.6,No Failure,0.02
L53136,37.1,No Failure,0
L53137,37.2,No Failure,0.02
L53138,38.5,No Failure,0.04
L53139,51.2,No Failure,0.03
L53140,33.5,No Failure,0.03
L53141,32.3,No Failure,0.02
L53142,26.3,No Failure,0.03
H35377,36.3,No Failure,0.02
H35378,30.5,No Failure,0.02
H35379,46.5,No Failure,0.03
L53146,49.3,No Failure,0.04
L53147,52.5,No Failure,0.03
L53148,56,No Failure,0.01
M20829,35.9,No Failure,0.01
L53150,37.6,No Failure,0.03
L53151,33,No Failure,0.04
L53152,46.6,No Failure,0
L53153,51.8,No Failure,0.03
L53154,39.4,No Failure,0.02
H35389,28.6,No Failure,0.01
H35390,51.5,No Failure,0.05
L53157,30.6,No Failure,0.03
L53158,46.3,No Failure,0.02
H35393,45.3,No Failure,0.01
M20840,32,No Failure,0.03
M20841,46.5,No Failure,0
L53162,37.1,No Failure,0.02
H35397,45.2,No Failure,0.02
H35398,52,No Failure,0.15
L53165,42.4,No Failure,0.05
L53166,52.5,No Failure,0.01
L53167,39.5,No Failure,0.04
H35402,58.2,No Failure,0
L53169,46.1,No Failure,0.06
M20850,51.6,No Failure,0.02
L53171,40.4,No Failure,0.02
L53172,47.2,No Failure,0.05
M20853,42.4,No Failure,0.02
L53174,39.2,No Failure,0.03
L53175,22.3,No Failure,0
M20856,48.2,No Failure,0.01
M20857,34.6,No Failure,0.02
M20858,36.9,No Failure,0.02
M20859,30.5,Tool Wear Failure,0.03
H35414,43.2,No Failure,0.02
M20861,47.3,No Failure,0.04
L53182,31.5,No Failure,0
L53183,36.2,No Failure,0.02
L53184,26.5,No Failure,0.03
L53185,38.3,No Failure,0.01
M20866,18,No Failure,0.03
M20867,54.5,No Failure,0
L53188,39.3,No Failure,0.02
L53189,22,No Failure,0.01
H35424,43.4,No Failure,0.02
L53191,36.2,No Failure,0.02
H35426,44,No Failure,0.03
L53193,30.5,No Failure,0.01
H35428,32.8,No Failure,0.05
M20875,38,No Failure,0.03
L53196,45.3,No Failure,0.04
L53197,38.2,No Failure,0.03
M20878,31.6,No Failure,0.04
L53199,43.9,No Failure,0.04
L53200,34.9,No Failure,0.03
L53201,21.4,No Failure,0
L53202,39.4,No Failure,0
M20883,51.2,No Failure,0
L53204,65.3,Power Failure,0
L53205,53.3,No Failure,0
L53206,48.3,No Failure,0
M20887,44.3,No Failure,0
L53208,47.6,No Failure,0
M20889,47.9,No Failure,0
L53210,53.7,No Failure,0
L53211,40.6,No Failure,0.02
L53212,27.7,No Failure,0.06
L53213,37.9,No Failure,0.04
M20894,48.1,No Failure,0.01
M20895,30.3,No Failure,0.04
M20896,54.6,No Failure,0.02
L53217,46.2,No Failure,0.04
L53218,38.3,No Failure,0.02
L53219,42.6,No Failure,0.01
M20900,46.6,No Failure,0.02
M20901,49.3,No Failure,0.02
M20902,36.6,No Failure,0.01
M20903,41.8,No Failure,0.03
M20904,41.7,No Failure,0
L53225,55.8,No Failure,0.01
L53226,56.5,No Failure,0.02
H35461,23.6,No Failure,0.01
M20908,38.8,No Failure,0.03
M20909,34.3,No Failure,0.01
M20910,37.7,No Failure,0.01
L53231,51.2,No Failure,0.02
L53232,20.2,No Failure,0.03
L53233,29.9,No Failure,0
H35468,40.1,No Failure,0.03
L53235,42,No Failure,0.02
L53236,29.2,No Failure,0.02
L53237,32.9,No Failure,0.04
M20918,35.3,No Failure,0
L53239,15.8,No Failure,0.02
L53240,35.6,No Failure,0.02
H35475,29.5,No Failure,0.02
M20922,53,No Failure,0.02
L53243,43.3,No Failure,0.02
L53244,23.8,No Failure,0.05
L53245,38.2,No Failure,0.02
L53246,25.8,No Failure,0.02
L53247,37.5,No Failure,0.02
M20928,17.9,No Failure,0.02
L53249,34,No Failure,0.02
L53250,32,No Failure,0
M20931,43.6,No Failure,0.03
M20932,30.2,No Failure,0.04
M20933,26.2,No Failure,0.02
M20934,39.3,No Failure,0.02
L53255,28.5,No Failure,0
L53256,36.7,No Failure,0.02
L53257,43.3,No Failure,0.04
L53258,59.1,Overstrain Failure,0
M20939,44.7,No Failure,0.04
L53260,36.2,No Failure,0.02
L53261,41.7,No Failure,0.02
L53262,46.4,No Failure,0.03
L53263,50,No Failure,0.02
M20944,36.2,No Failure,0
L53265,36.7,No Failure,0.02
L53266,37,No Failure,0.02
M20947,33,No Failure,0.02
L53268,39,No Failure,0
L53269,37.5,No Failure,0
L53270,29.1,No Failure,0.03
